Constellation,Epoch,Satellite_ID,X,Y,Z,vX,vY,vZ
CENTISPACE,2025-03-31 12:53:30,90047,61.663157048362265,7334.901486274545,2256.504680739752,-6.4237262697946775,1.0158688321723306,-3.1139643629203477
CENTISPACE,2025-03-31 12:54:00,90047,-323.6551532779295,7384.174400866674,2066.174170468838,-6.41678844936151,0.6261096386874928,-3.2286850281013515
CENTISPACE,2025-03-31 12:54:30,90047,-707.9455569063573,7409.995986621566,1869.2670049403341,-6.389471864211877,0.2343670473462599,-3.3331273215529094
CENTISPACE,2025-03-31 12:55:00,90047,-1089.9876257668432,7412.2846156001515,1666.4100398302571,-6.341864104816038,-0.1581122722941792,-3.4269584789819345
CENTISPACE,2025-03-31 12:55:30,90047,-1468.5683869660286,7391.03353302457,1458.2489416983533,-6.274117565349163,-0.5500794445433231,-3.509879745425869
CENTISPACE,2025-03-31 12:56:00,90047,-1842.4851881637337,7346.31095692253,1245.4466822507263,-6.186449175295769,-0.9402863810349902,-3.5816271455764963
CENTISPACE,2025-03-31 12:56:30,90047,-2210.5510662045426,7278.259776528457,1028.680576835415,-6.07913944573348,-1.3274914057726253,-3.64197268721548
CENTISPACE,2025-03-31 12:57:00,90047,-2571.597525342905,7187.097134963808,808.6406678338817,-5.9525317407343925,-1.7104622363398716,-3.690724881009418
CENTISPACE,2025-03-31 12:57:30,90047,-2924.4785290757945,7073.113723035593,586.027373631027,-5.8070311280380045,-2.0879802527147073,-3.727729426337663
CENTISPACE,2025-03-31 12:58:00,90047,-3268.074163851777,6936.672840269415,361.54924168488014,-5.64310305815146,-2.4588444593912904,-3.7528697117811562
CENTISPACE,2025-03-31 12:58:30,90047,-3601.294217323039,6778.20921989503,135.92067544715005,-5.461271837685657,-2.8218753886714016,-3.766067187329283
CENTISPACE,2025-03-31 12:59:00,90047,-3923.0816589565466,6598.227621774925,-90.14035712461886,-5.262118902505652,-3.1759189300311927,-3.767281606700951
CENTISPACE,2025-03-31 12:59:30,90047,-4232.416011185817,6397.301198162982,-315.9146256481444,-5.046280897317119,-3.5198500707831246,-3.756511138828668
CENTISPACE,2025-03-31 13:00:00,90047,-4528.316599712438,6176.069638053401,-540.6839421402402,-4.814447569308298,-3.8525765336920643,-3.7337923482196
CENTISPACE,2025-03-31 12:00:00,90048,-5551.087376766299,5123.147397532263,-1375.4630870813867,-3.764585803058074,-5.0248761095791545,-3.5394735396229198
CENTISPACE,2025-03-31 12:00:30,90048,-5768.038934556641,4813.6883267352105,-1585.533102841071,-3.465216020846089,-5.28768719552602,-3.460985096671589
CENTISPACE,2025-03-31 12:01:00,90048,-5966.6948397592505,4488.9607024254965,-1790.5627069289703,-3.154894227982656,-5.533693511067583,-3.371504950769096
CENTISPACE,2025-03-31 12:01:30,90048,-6146.4275611886715,4149.996153685117,-1989.9009796125326,-2.8346080976396433,-5.762118698924421,-3.271320560683302
CENTISPACE,2025-03-31 12:02:00,90048,-6306.669432165122,3797.8719059517025,-2182.9148752100946,-2.5053769342138072,-5.972242356235021,-3.1607534858919064
CENTISPACE,2025-03-31 12:02:30,90048,-6446.915134229636,3433.7059645687036,-2368.992026438941,-2.1682470730367083,-6.16340315793885,-3.0401578947972223
CENTISPACE,2025-03-31 12:03:00,90048,-6566.722760977514,3058.6544374178075,-2547.542138780722,-1.8242893485297875,-6.335000234282941,-2.90991963625819
CENTISPACE,2025-03-31 12:03:30,90048,-6665.715299035133,2673.9076204483113,-2717.9989851611076,-1.474595435936101,-6.486495127132561,-2.7704548892906935
CENTISPACE,2025-03-31 12:04:00,90048,-6743.581773752022,2280.6862042570724,-2879.8221850346213,-1.1202743553833154,-6.617413378407348,-2.6222087856127287
CENTISPACE,2025-03-31 12:04:30,90048,-6800.078183958882,1880.23739167957,-3032.498898236832,-0.7624489389877642,-6.727345907451119,-2.465653947238519
CENTISPACE,2025-03-31 12:05:00,90048,-6835.028223936859,1473.8309391046587,-3175.54542867338,-0.4022522729263317,-6.815950175912022,-2.3012889450653815
CENTISPACE,2025-03-31 12:05:30,90048,-6848.323791448316,1062.7551342847032,-3308.5087332763396,-0.0408241260166752,-6.8829511395574805,-2.129636684456815
CENTISPACE,2025-03-31 12:06:00,90048,-6839.925281358899,648.3127234271426,-3430.96783202053,0.3206926240847682,-6.92814198721723,-1.951242723836079
CENTISPACE,2025-03-31 12:06:30,90048,-6809.861665033677,231.81680031978317,-3542.5351151559953,0.6811555564263477,-6.951384667734395,-1.7666735322688503
CENTISPACE,2025-03-31 12:07:00,90048,-6758.230356313708,-185.41332982886743,-3642.857544172744,1.0394262538928878,-6.952610206403853,-1.5765146919398805
CENTISPACE,2025-03-31 12:07:30,90048,-6685.196865473251,-602.0562992567977,-3731.6177433680696,1.3943738222646092,-6.931818812889528,-1.3813690513241972
CENTISPACE,2025-03-31 12:08:00,90048,-6590.994243122515,-1016.7928267791734,-3808.5349792342568,1.7448783720284384,-6.889079783039675,-1.1818548347250937
CENTISPACE,2025-03-31 12:08:30,90048,-6475.922316556026,-1428.3098548960427,-3873.366025223281,2.0898344542338942,-6.8245311973660465,-0.9786037137070422
CENTISPACE,2025-03-31 12:09:00,90048,-6340.346721553925,-1835.3046627690665,-3925.9059097743893,2.42815444212404,-6.738379419224496,-0.7722588457990863
CENTISPACE,2025-03-31 12:09:30,90048,-6184.697733137501,-2236.4889431198517,-3965.988545806338,2.7587718506436425,-6.63089839594907,-0.5634728857087528
CENTISPACE,2025-03-31 12:10:00,90048,-6009.468899205947,-2630.592831402521,-3993.487240197175,3.080644586357914,-6.502428766320978,-0.3529059740931638
CENTISPACE,2025-03-31 12:10:30,90048,-5815.215481486983,-3016.3688756288693,-4008.3150820527685,3.3927581204600843,-6.3533767779048,-0.14122370889938762
CENTISPACE,2025-03-31 12:11:00,90048,-5602.552708589535,-3392.5959356425888,-4010.4252088830663,3.6941285779565796,-6.184213017818012,0.07090489592513308
CENTISPACE,2025-03-31 12:11:30,90048,-5372.153846405907,-3758.083000719247,-3999.810950073353,3.9838057361889048,-5.995470960591564,0.28280945956332465
CENTISPACE,2025-03-31 12:12:00,90048,-5124.748091497264,-4111.672914642996,-3976.5058473262766,4.260875926025466,-5.787745336827423,0.4938202865912521
CENTISPACE,2025-03-31 12:12:30,90048,-4861.118293497388,-4452.245997625953,-3940.5835520280166,4.524464829127468,-5.561690326430813,0.7032704176802812
CENTISPACE,2025-03-31 12:13:00,90048,-4582.0985129635865,-4778.723554666504,-3892.157599770569,4.773740164727626,-5.3180175802872025,0.9104976740356095
CENTISPACE,2025-03-31 12:13:30,90048,-4288.571421489302,-5090.071260186337,-3831.381062540429,5.007914259362518,-5.0574940743749455,1.114846690830996
CENTISPACE,2025-03-31 12:14:00,90048,-3981.4655513454195,-5385.302408971136,-3758.446079380754,5.226246492923147,-4.780939800529541,1.3156709347875193
CENTISPACE,2025-03-31 12:14:30,90048,-3661.7524021582017,-5663.481023861411,-3673.583266591422,5.428045614463209,-4.48922529816471,1.5123347010535186
CENTISPACE,2025-03-31 12:15:00,90048,-3330.4431869559444,-5923.724978961172,-3577.060940311298,5.612672038865923,-4.1832688220352505,1.7042152111790316
CENTISPACE,2025-03-31 12:15:30,90048,-2988.5865740975987,-6165.208106672901,-3469.18455705013,5.779539398139085,-3.8640344007706435,1.8907040417009768
CENTISPACE,2025-03-31 12:16:00,90048,-2637.2640810164976,-6387.163868046381,-3350.29538344699,5.928117169304808,-3.5325276893985285,2.071209800554116
CENTISPACE,2025-03-31 12:16:30,90048,-2277.587575259304,-6588.887085451515,-3220.769692939565,6.057931894374701,-3.1897937278141333,2.2451594707459788
CENTISPACE,2025-03-31 12:17:00,90048,-1910.6955767219386,-6769.736379438402,-3081.0175399253562,6.168568873118302,-2.8369135556526643,2.4120003553217066
